Code,Description
FH000662,Agrofuel Investments
20144370,Elite Dynamics
FH000732,Trim Mecano Metal
20743619,Supreme Poultry (Pty) Ltd
21136304,Kohinoor Enterprises Pty Ltd
72001374,Tjeert Reitsema Vervoer
72003229,Loubser Bulk Services Pty Ltd
20780324,To anywhere carriers capital Services CC
72000645,Millennium Towing Services PMB CC
FH000788,Zanmar Transport
FH000855,K.T.S
FH000811,Northern Fuel Distributors
72001821,Tavitas Choice CC
01923969,J & K Imports and Exports
20698881,Kayhil Freight CC
FH001004,Matewa Transport t/a MT
00104581,SA Metal Group (Pty) Ltd
72002249,Dawene Transport CC
20562479,Utec Logistics Pty Ltd
FH000914,Mucheche Transport
FH000935,EM Issah Transport
FH000927,Wilspot Enterprises T/A Discount Cash & Carry
FH001064,Quattro Logistics Limited
FH000045,Stallion Transport
01576338,P & J Botha Transport Pty Ltd
01883849,Boss Foods T/A Boss Export
72003032,Africa Star Transport and Construction
01729102,WR Clearing
72003172,Pisces Investments
20160790,Eagle logistics
20679484,Prinvee Trucking CC
FH000581,Philantech Botswana
21030841,Vincent Honorata T/A Hono Trans
FH000107,Div transport
21073989,Siyabuselela Trading Enterprise 172 CC
21440506,Lesawave (Pty) Ltd
72001481,Allbright Logistics Pty Ltd
FH000715,Aris Plant Hire
FH000635,SAR Farming
21069974,T and T Clearing Agent CC
21496159,Hub 25 Logistics International (Pty) Ltd
21034049,Puma Energy Procurement S.A (Pty) Ltd
FH000397,RDT Sales
72002958,Brodsky Trading 310 (Pty) ltd
FH000803,Erongo Transport
01348127,Lucerne Transport (Pty) Ltd
01428768,Schick Exports
FH000960,Phiko Trading t/a Pioneer Gases
72002801,Natrans Natal Transport
21585631,Compass Logistics International SA
21059210,Closetrade 2000/92 cc T/A Stetson Transport
FH000472,Swazi Drums
FH000462,Khabo Investment
72000335,Victory Ticket 441 CC
21009799,Ni Da Transport Pty Ltd
01906012,Upington Ground Handling Co Pty Ltd
20610108,Molelengoane Construction
FH000951,Mehato One Investments
FH000180,HRF Schaefer Vervoer (EDMS) BPK
01887577,Ansana Holdings Pty Ltd
20812469,Marle Transport T/A L & B Transport
FH000587,Blaauws Transport-Namibia
FH000503,Impex
72004561,Patsology Transportation and Logistics
FH000112,Truck Africa
FH000641,GPY Investments
72003555,Capital Couriers CC
01220859,EXR Construction Pty Ltd
FH000624,Oasis Lodge Botswana
FH000629,Ansa Pty Ltd
20864375,Namibia Logistics
FH000300,Greenlanes Projects
FH000744,Chaffeirfty Enterprise
FH000742,Dumalaye Transport
FH000361,BV Investments 746 CC
20123731,Vision Transport Pty Ltd
FH000808,Warthog Logistics
20375076,A Sial Trading CC
FH000028,DHL Mozambique
72000238,Elegance Transport
FH000495,PG Glass Matsapha
20506701,E van de Net Total Exports Solutions
FH000906,Jorious Investment PVT LTD
20635958,Massingue Fernando Moniz
72001234,Bruce Vervor BD (Pty) Ltd
FH000946,Kuzingwa Chilinjala t/a Walters transport
FH000162,Warthog Carriers
FH000164,Kukondo Haulage
FH000561,H & M Transport
72002321,F Markram T/A Markram transport
72003733,Vhusara Logistics Management
20970196,Payloader Africa CC
21602990,Deep Blue Ocean Trading 787 CC
72001145,Atia Logistics
72004578,Unidel Carriers Pty Ltd
FH000104,XXX Trucking
20644115,Grindrod South Africa ( PTY) LTD
20347326,Fast Shipping CC
72001129,Ghato Vervoer /Transport
FH000683,Tombs Motors
FH000650,Masiya Business Solutions
FH000717,Langplaas
FH000622,Morupule Coad Mine
20938826,Rapid Dawn 1152 CC
FH000303,Maxter Gulubani
FH000331,Thirty First and Other Transporters
21294264,Interconnect Logistics
21122290,Praxos 507 CC T/A Pronto Clearing
72004306,Hogan Transport and Air Freight
20727879,CEM Logistics
01290516,K and N Freight and Transport CC
72005302,Raptor Lowbeds CC
20879010,Uptown Trading 942 CC
FH000774,Grobler Transport
20871966,All Africa Transport CC
FH000828,Scrunch Enterprise PVT LTD
72000106,Ndogolo Logistics
72000130,Load X Logistics
FH000849,Blisworth Trading t/a Dai-chiAuto
FH000204,Goose Bumps
20002449,Car Towing Services East Pty Ltd
20706474,Sea Spirit Trading 279 CC
01582523,Promac Paints (Pty) Ltd
00621431,Ward Distributors CC
20441844,Lodge Stock & Barrel (Pty) Ltd
20966843,All Botswana Couriers and Distributors
21259764,WJ Badenhorst
21526290,Onelogix Linehaul (Pty) Ltd
21229400,B C Lintels
21302353,TBE Freight Logistics
20802626,Joskez Freight Agents
21100280,Upward Spiral 1442 CC t/a CMV Logistics
21390734,Peclar Trading Pty Ltd
01702206,BP Freight CC
FH000578,Crossroad Car Sales Namibia
FH000186,XXX Trucking
FH000996,Woolworths
72003792,Autumn Star Carriers
21498984,Geo World Investments CC
FH000615,Krupa Enterprises
20773833,Once Upon A Time Trading
21493613,Zimbabwe Consolidators (Pty) Ltd
20450151,CWP Logistics t/a Just Logistics
FH000222,Botswana Carriers
FH000282,Hawton Trucking Zimbabwe
FH000731,Javelin Mozambique
FH000632,JG Thompson Transport
FH000631,Sovereign Carriers
20729128,Welcome Clearing Agent
01585026,Kobus Hartzer Boerdery (Pty) Ltd
01438045,N & J Distributors
20631731,Rumdel Construction cape (PTY) LTD
FH000386,Sawcomining Timber
72002192,AJ Delport T/A Truckor
72003687,Gonza Transport
72004365,Thuso Group Pty Ltd
20101675,Vital Distribution Solutions (Pty) Ltd
72004675,EG Smith t/a Smith Transport
72003369,Exeter Trading no17 cc t/a D&L Transport
21249689,Sonic Clearing
72004411,Sazam Plant Hire and Logistics CC
01929371,SNK Consulting CC
FH001028,Changalusa Auto Paints transports
FH000080,Cross Country Containers
FH000074,UTI
01183789,Sawserve (PTY) LTD
72003342,WPC Logisticd SA CC
FH000018,Pisces Transport
72002788,Elao Eighty Four cc
FH001089,Mercury Express Logistics
FH000922,Rapula Tsholo
FH000174,Dungbeetle Logistics (Pty) Ltd
FH000176,Rud Wes Carriers
72005132,Eneitech Group (Pty) Ltd
00051514,Umbrella Industries (Pty) Ltd
01634179,L O Rall Scrap Dealers CC
21302094,Lowveld Packaging (Pty) Ltd
00616323,Channel Trading CC
20681637,Wian Lubricants Enterprizes BK
72002648,S Van Rhyn T/A Rhyns Transport
FH000514,Trans Africa
21014481,Bold Moves 215 Pty Ltd
21288591,Move-On-Up 1169 T/A Dakar Trucking
FH000703,Magic Jumbo Discounters
21531757,Kristal Customs And Travel (Pty) Ltd
00501110,Nampak Glass (Pty) Ltd
FH000753,Southern Africa Transport t/a Pascheka
72005231,Global Transport Labour Security
21391714,Econo Foods (Pty) Ltd
72000254,founad Trading 221 cc
FH000493,Montignt Investment
FH000490,Eaglenest Poultry Farm
FH000466,Mbutfo Investment
72002737,Bloem Vantra CC
FH000937,Stuttaford Van Lines Swaziland
FH000170,Gaydon Botswana
21575181,Inter-Africa Road
72000963,Thames Logistics CC
20881227,Gemini Glass & Aluminium
01212873,Bakers Transport Pty Ltd
20093861,Xinergistix Management Services Pty Ltd
FH000244,LCE Trucking CC
FH000634,Ans Plant Hire
20869466,Garys TransportT/A Naidoo N
21533091,Amcor Flexibles South Africa (Pty) Ltd
21137416,TAZ Logistics Services CC
FH000302,Maxter Enterprises
72003253,FKDP Van De Merwe t/a Cath Transport
72001366,West Point Trading 67 CC
00549705,Boardman Bros Natal Pty Ltd
72001005,Keian Transport cc
FH000858,Radisn Transport
01710585,Onelogix
20177608,Robustrade 204 CC T/A Cargo Logistics
20635777,Lebombo Communications CC
FH001019,Stuarts Transport Botswana
72001749,M3 Carriers
21507948,Main Street 1310 (Pty) Ltd T/A Twincare Group
FH000481,HM Stationery
72003725,Valiant Transport CC
20187777,DSR Beleggings CC
20316806,REM Family Trust T/A Alif Wholesalers
FH000413,Piesces Investment
FH000152,Nash Freight Zambia Limited
01852830,Logan Freight Logistics
21036989,Loadup Logistics
21571631,Qck Lezmin 4948 CC
FH000619,Mabone Holding
01728955,Reddy Cargo Services Pty Ltd
72002631,Klink Transport Services
20802154,Anmesh Investments CC
20813406,Transmax Logistics CC
21569271,Farmprops 19
FH000236,Roman Pizza
21193973,Mhalze Transport Pty Ltd
72000947,Kopano Fuel (Pty) Ltd
21582551,Shermacs (Pty) Ltd
FH000338,Imussa Transport
FH000754,GS van den Heever Transport
FH000773,CVW Transport
FH000376,Notoane Phamarcy
FH000377,Courier Junxion
00030519,Africa Automative Aftermarket Solutions (Pty) Ltd
FH000209,Just in Time Freight
FH000030,DHL Namibia
20064813,GMR Freights Pty Ltd
FH000423,Swazi Auto Truck
01915576,Fishoff Clearing Services
20206441,Multiliner Shipping Services CC
FH001010,Wellemu Investments
20162741,Rustgold Transport Pty Ltd
21521841,Ratapana (Pty) Ltd
21477725,TT Freight And Forwarder (Pty) Ltd
00920479,Mariton Imports Exports and Freight CC
72004421,Urban Country Logistics
72004950,Sena Trucking
72004111,Nishans Transport Company
FH000985,Neamar Investments T/A Neamar Consulting
21173540,Bay City Trading 557 CC
72001617,Newzin Hauliers
72001935,Basitery Trading and Projects
20858525,Kylan Supplies Pty Ltd
FH000592,Sable Transport
21025695,Moretrans Logistics CC
20125211,Frontline Botswana Couriers CC
72001595,S2 Logistics
FH000501,Safari Distributors
FH000665,Tendai Trans
FH000647,Afnet
21232701,TCP 16 Logistics Pty Ltd
72003563,Afrizone 132 CC
21015895,S and M Clearing Logistics CC
20585685,Translucent Investments T/A Oracle Freight
FH000301,Wankulu Enterprises
FH000305,Bon Choix Investments (Pty) Ltd
20156815,Varva Carriers CC
72002435,Hendrik Van Wyk Vervoer (Pty) Ltd
72001791,Anton Le Roux Vervoer (Edms) Bpk
72004799,Torpedo Vervoer CC
21489781,Front Way Investment
72001315,Valotech 45 CC t/a MPW Vervoer
72005310,Southdowns Express Transport
FH000358,Levine Namtrans Movers
FH000837,Dumach Investment Lusaka Zambia
FH000834,A.S. SambaTransport Lusaka Zambia
21133968,AJJ Oosthuizen T/A Ray - Mac Logistics
20387995,Seven Star Wholesalers CC
20156912,Regional Link CC
21038222,JJ Maritz and son
72001080,The Bolouvard Solutions
FH000029,DHL Lesotho
FH000978,U Harry Transport
FH000867,Variant Marketing
21562323,Lenaka Logistics Clearing Agent
FH001000,Expert Hauliers
FH000072,Interlogic
01750079,Southern African Duty Free (Pty) Ltd
20488405,Loomis Logistics
20302598,Bazaruto Trading cc
00281124,BPL Division of Safcor Freight Pty Ltd
20199642,Ideal Furnishers
01332728,JLL Ferreira T/A Siul Transport
FH000400,Ellieng Courier Services
72004888,PD Home Improvements and Projects (Pty) Ltd
FH000414,Newcabview Trading
FH000934,Adolf Dominic Patel T/A AD Trucking
FH000457,Fedelity Servise Group
20348683,Masscash Pty Ltd
20798877,Journey Direct
FH000154,Emiria Vervoer
FH000573,Repsol T/A Office Depot Botswana
FH000579,BV Investment Namibia
FH000163,CJ Potgieter
20896525,RDM Road Solutions Pty Ltd
21032951,Bosmont Hauliers CC
20186290,Bellville Service Centre cc
FH000618,New Wave Enterprises Pty
72002710,G & H Transport and Repairs CC
20647228,Tropical South Car Business Services
72001528,Founad Trading 91 CC
20092008,Anderson Transport (Pty) Ltd
FH000694,Wesbank Transport
FH000660,Roadlink Investment
21086907,Indiscope CC
FH000729,Guadeloupe Enterprises
21020707,Dullas Transport CC
72003601,MPJG Trading Projects & Transport
01344024,FMS Clearing Services pty ltd
FH000745,Fuptol Transport
FH000373,Hoya Removals
20728131,Herholdts Electrical Wholesalers CC
FH000830,Beitbridge Juicing PVT LTD
72001846,BSB Trading 0001 CC
21458486,K2014063360(South Africa) Pty Ltd
20100903,Central Africa Transport (Pty) Ltd
20167093,Jayfurn Industries CC
20290070,Mota Clearing Services CC
FH000861,Double T Services
21297077,Green Mile Investments 242 CC
72001706,Denby Transport
FH000473,Proper Investment
21228250,ABC Commodity Brokers CC
FH000949,James Theza t/a Theza Trading
72004292,RW De Vos Transport
20092466,Ultimate Consolidators CC
20128067,Tokyo Cars CC
20103406,Pro Haul Transport Africa
20462678,Alda Clearing Agent
72000408,Azrasign t/a TMC
21029992,Mtotwe Hauliers CC
72003441,Applemint Properties 20
FH000114,Trans-A-Lot
FH000132,Cross Country Cont
FH000298,Maselelsele (Pty Ltd
72003581,Pespective Logistics
FH000666,Terrier Services Pvt Ltd
21834676,WCM Shipping Services
25162583,SS Carriers
72005353,VR  Cargo
72005396,Hectorspruit Transport
72005426,junit
21582942,TRANSIT FREIGHT FORWARDING (PTY) LTD
00459226,Granor-Passi
00507208,Peter Blond And Associates
72005507,Monzi Haulage T/A MD Carriers
72005337,Silver Eagle Road Freight
72005469,Gardee Global
20546750,Commercefreight CC
21615978,A Shine Imports And Exports
72005371,Moving Africa Modular Homes
72005388,Treurnicht G M
72005401,Africa Link Transport 
20803797,Sage Wise 24
21527368,Llentcom CC
72005329,Transmac Group
72005450,Karmia Trading Pty Ltd
21310819,Senator International Logistics (Pty) Ltd
72005442,Colt Energy
21249786,Parsons Transport Operations
00981863,Junit Manufacturers 
72005477,GM Treurnicht
72005345,Spectrum Logistics
72005485,Varlostyle
72005361,Themba Trans
72005418,Agri-Invest Freight
21031832,Cargo To Congo
72005523,Nadine Van Der Mescht T/A NMS Transport
72005566,Big Red Investments Pty Ltd
20530332,Van Tonder E T/A Etrans
72005541,The Bez Decks and Furniture
20465075,Renttech South Africa 
21359970,KA Go 2 Go Cargo 
21230520,Temoso Clearing Agent
20092601,Mattheus J Pretorius Vervoer CC
72005531,SMP Integrated
72005574,Transmac Logistics
21430188,Enjoy Custom (Pty) Ltd
21372185,Senna Marketing CC
20715405,Southgate Electrical Wholesalers 
72005620,Boysen Transport
72005604,Janita De Klerk T/A Timber 2000
72000521,SMP Integrated
72005590,Multi-Layer Trading 563 CC
FH001094,Upman Services Pvt Ltd
20366043,Fast And Furious Distribution Pty Ltd  
72005612,Modise Transport
72002834,Teli Freight 1980
20802944,Agri-Boer 
21227180,Ficksburg Auto
72005493,Multilayer Trading 563 T/A Vos Freight
72005639,Ashila Building and Civils
72005647,R Van Dyk Vervoer 
21199653,Eunfo Investment And Projects 
72005655,Specialist Game Services
21315683,Best Enough Trading And Projects 676
72005663,L Botha T/A LDR Transport
21277876,Ntoetsi Consultant And Other Services
FH001095,Dyson & Lincoln (Pty) Ltd
72005671,T and T Cross Country
20796203,Pumps And Transmission CC
21618780,Bawinile And Son Investments
20679404,Gorrila Trading
21361486,Desert Sun Trade (Pty) Ltd  
21512541,Jabu Clearing Agent And Projects
72005681,R Van Dyk Vervoer T/A Maruco Carriers
21472014,Vrst Logistics Pty Ltd
20128296,M S Veg 
21618608,The Mo Group (Pty) Ltd
20071568,Intraspeed South Africa 
72005701,Maluti Safaris
20818610,Finwizz 
21613444,Uprising Clearing Agent Export And Import 
21620113,Oryx Clearing (Pty) Ltd
72005711,Mahala Royal Invest
21590367,Classic Investments Pty Ltd 
20179600,H&H Meubel Vervoerders
20859259,Florence Wholesalers
21473533,Mbunhle 
72002419,Portco SA (Pty) Ltd
72005752,Semwat Transport
fh001097,Alman Metals
FH001098,C&J Recyclers Namibia
20187424,Car- TAC Cargo Services cc T/A Cargo TAC
FH001096,Induna Trucking
72005744,Drivan Transport
72005760,Haasi Handelaars And Vervoer 
21619663,Palamang Transport And Projects  
72005736,Tinyiko Moloto Leeto Transport Services
21501311,CSC Metal Recycling
FH001099,Sukuma Safaris T/A The Beef Boys Meat Market
20422078,Ma Clearing Agent Enterprise CC
21497015,Enlink Freight Services 
01460005,Sindawonye Granulators & Processors Pty Ltd
21097231,Jb Agri Services CC
21609634,Lumanire Precision (Pty) Ltd
72005787,Blue Sands Trading 132
21206975,P And R Clearing Agent (pty) Ltd
FH001100,Mr Veg Pty Ltd
21414949,The Lumber Yard 
21472952,JM Fourie T/A Thys Fourie Transport
01412633,Impact Engineering CC
FH001102,Capio Comercio Mozambique LDA
20884536,Tracy And Du Plessis Game Capture 
20511801,John Wolff And Associates 
21036416,Danoher Contracting 
21373416,A. Burton T/A Clearite
01890003,Wardens Cartage 
FH001101,Maleuga Transportes & Services
21583892,BDS Trading Enterprise           
01691274,JAB Dried Fruit Products 
20803525,Circleway Trading 256 Pty Ltd
21507433,F and D Clearing Agency 
21299517,Makeke Customs Freight 
72005728,Promar Trucking
72005809,Palmona Trading
20796982,Maron Zalmon T/A Xelmar FXN
01357591,H And P Nel Exports 
21044949,Cavkwedz Trading Enterprises CC
01300640,Messina Associated Carriers
21157725,TVN Elektries
FH001103,Sinuyane Transport
21313478,Green Pasture Clearing Agent
FH001104,Harris Metal Trading
72005841,Othneil Business Trading Enterprise
72005825,Motion Supply Chain Solutions
20058989,Irene Imports exports cc
20943691,Industrial baking ingredients
FH001105,4Ms Group Holdings
20731344,Ciglers Butchery and Cold Storage
21034741,Division 2 General Dealer 
21606643,Bendimir Trading Pty Ltd
01880076,Sereth Investments Pty Ltd
FH001106,Voltex Botswana Pty Ltd
01830480,Elsys CC
72005833,Mactransco Pty Ltd
72005698,Kavalo Sapato Transport
21561378,Rms Clearing And Forwarding 
20797277,Alpha Pharm (KZN)
72005868,Hlomphanang Logistics 
20918865,Logistixware 
72005876,Cypress Moth Trading & Projects
72005884,Thunderflex 52 
21448068,Ke-Items Solutions And Supplies 
01718373,Lush Industries 
21554747,Eugene Pretorius
72005892,Find a Load
72005906,Nkomati Carriers
21555654,Abanqubisi (Pty) Ltd  
21568623,Angel T Investment Pty Ltd
20553063,Babata Pumps
72005914,PJ Schoeman Transport
21525979,G S Clearing And Projects 
20892171,JCR Quality Meat
20777944,Tshidi Clearing Agency
21625921,SYC Trading
21629781,TVBK Go-BBBEE
21288702,Ncwaba Logistics
21484151,TDR National Clearing Agent   
72005922,Zekuro Group
21629609,Big Apple Enterprises
20070502,Imperial Group Pty Ltd
21193817,Acacia Imports And Exports 
21637325,Tronictrade 50 
72005930,OS Transport
21641151,Castle Transport  
20278314,Econo Staalstrukture 
20499414,Bss Pty Ltd  
21092752,J C B Transport 
00809066,Esstee Building Material Merchants 
72005957,Ntshudisane Empowerment Motors 
72005949,Ground Cover
01014291,Oranjerivier Tenkers 
21618721,Botho Trading Enterprise 
20061326,Nelson Logistics 
21371197,Mine One One Clearing Agency 
00523864,Swiftair International 
21584198,Inkonyezi Development 
72005965,KCS Logic
21635306,Daily Clearing Agency 
21612197,Justine K Import And Export
00872969,King Fresh Wholesalers 
72005973,Sjalet CC
FH001110,The Maputo Clothing Company LDA
FH001111,Chilufya Luonde T/A Syps Transport Solutions
FH001109,Green Fuel (Pvt) Limited
FH001112,Acropolis Enterprises
FH001107,Bravo Logistics
21063119,Nevil Import And Export  
20902271,Plexus Freight 
FH001108,Jaaf Logistics Limited
20800658,Eagle Steele Construction Pty Ltd  
21554879,Indianaville 
21642352,IT And Bridge Solutions 
FH00113,Welldone
21593080,Jakes Logistics 
21485204,Southern Sail Transport (Pty) Ltd
72005981,African cross board logistics
72005851,Tierhoek Vervoer
72005991,Frans De Klerk Transport
21635454,Olspa Vervoer 
20426430,Granor Passi Letsitele 
21621926,Wes Africa Carriers 
00094511,Woolworths 
20578072,Switch Import And Export 
72006007,Roclin Transport
72006015,Qualitex Trade And Investments 4 
21644878,Van Der Westhuizen Vervoer 
21610690,Phiry International Import Export Transport Brokers  
21303791,CWC Road Consolidators 
21115619,USL Shipping Pty Ltd  
72006031,HT Trust
72006041,Yasbroo Transport
72006058,LTT Chicks
20252979,Jallocas Carriers
21591649,Wiss Clearing And Forwarding
21658568,Umusa Clearing Investments
21658657,Johan Koen Vervoer Bk 
21467879,Juliors Trading Import And Export 
72006074,Kershe Finance
72006090,AMS Transport
72006066,Colvor
72006082,Yabroo transport
21555514,JJLH Van De Merve t/a Bergwater
FH001114,China United Logistics Zambia Ltd
21629579,Khabayo Freight Services 
21151441,Hudson Transport
FH001115,Desert Fruit
21658827,National Moon Light
21408789,Simulus
21652551,Swytnys Trading And Projects 
72006112,Palm Leaf Trading 1035 
72006104,Kufasi Trading
72006139,Ricks Logistics
21339847,Tshedza Vhugala Input And Export 
20853129,Sharufa Packaging And Distributors 
72006120,Truckafrica South Africa
FH001118,VZ Trucking
FH001116,Boshoff Transport
FH001117,Jenkins Transport T/A Volkerust Boerdery
72006147,Matura Investments
21658363,BMR Clearing Agents 
72006155,Cross Trade Ocean Lines NVOCC
72006163,Costaw Transport And Projects
00546528,Megafreight Services 
72006181,Marveltin Transport And Logistics
72006198,Zaric
FH001119,RMZ Transport
21665873,Mphafa Training Provider 
21445729,XS Inter-Trade 
72006201,Limpopo Graan
21485352,Linkers Import And Export Clearing Agent
21651121,Evol Solution Enterprise 
72006211,Mozah Trucking
72006228,Subrorex
21307703,African Kahja Recycling
72006236,Mok Transports Services 
72006244,Bob said transport
72006252,Chanson Transport
21665261,Sazim Freight Link And Logistics
21670256,27 April Import And Export
FH001120,Mount Meru Petroleum Zambia Ltd
21673328,Lehakoe Freight And Customs Consultancy 
21671872,Mshengu Clearing Agent
21527459,Amrock Equipment
72006260,Kangara Enterprices
72006295,Appnetix
21488017,Appnetix
72006287,Tower of Peace Holdings
72006309,PC-Kays (Pty) Ltd
20810131,Magnum Sales And Services
21614270,JQ Freight And Forwarding Projects 
21566906,Zwahashu Import And Export
20792542,Hilgard Du Plessis Sand And Klip
72006279,Topfurn Carriers
72006317,Sullwald Projects
72006325,786 Auto body repair and towing services
00576688,Eureka DIY Solutions 
21630452,Zap It Logistics 
21590545,Bhekamazwane Mzikayise Zwane  T/A Gordushinha Multi
21694439,Seguro Clearing And Forwarding 
21010168,Eli-Air Freight And Logistics 
21680609,K And Cousin Earthmoving Auto Repairs Service
72006333,Wamatha Logistics 
21688553,Trade Clearing Logistics
FH001121,Dharwizi Transport
72006341,Indo Africa Express Logistics
21670205,ALE Technology And Services  
21650947,Matlhoko Clearing And Projects  
21602729,SVS International Trading And Projects 
21681338,TS Clearing Agent 
21697254,Nelson Abdurremane t/a dk carriers
21652896,Janisa Vervoer 
FH001081,Orion Transport Management CC
00763037,Pepkor Trading T/A Pepkor Logistics
21702870,Willem Rudolf Clearing Agents
72006351,Western Cape Carriers
21687816,Reoikantse Trading And Projects 
21411800,Vinonline Trading 
21710767,Komoswenkong Trade And Enterprise  
21667698,Fast Freight Clearing And Forwarding 
21482078,Bahumi Cable Recyclers 
21219081,Roaring Lion Freight And Trading 
72006368,Maltt Logistics
FH001122,Horn Afric Motors Ltd
21516644,Mannix Import And Export 
21652241,Linkednet Freight And Global Business 
21688480,Robs Consulting
72006376,Vaidro 128 CC
21631068,Pro Africa Freight
72006384,BW Trucking
72006392,Octopus Trucking Trading Enterprise 
21114876,Bon View Trading 160 
21470909,Hillgate Freight South Africa
21704253,Maleagi 410 
20952169,Lwazi Telecommunications CC
72006406,Kufika Transport
21711500,Dags Trading SA
21457041,Montwedi Trading And Projects
72006414,Winter Robin Investments 20
21708402,Ntombenhle Air Freight
72006422,Moreys Transport And Procurement 
72006430,Future Mark
72006449,Gigatrans
01185390,Lynpher Shipping Import & Export 
21504353,Sept Mers (Pty) Ltd
21258172,Multiloads 
21697225,Freight Partners
72006457,Wemic Investments
21641062,Kenayah Trading (pty) Ltd  
21322689,Dolly's Import and Export 
21651989,Justa Holdings
20535377,Main Adil Trading  cc
72006465,ASM Holding 
21659874,Koena Forwarding
72006473,Re-N4ce Trading Enterprise
72006481,C N I Trucking Africa
21725445,Falcon Business Services Pty Ltd
21330770,Faitum Projects And Services Pty Ltd
21716110,Infinite Rnr Business Services Pty Ltd
21700134,Perafa Logistics Pty Ltd
72006491,Dzhenaudve Trade
01934072,H And R Glass Specialists 
20107258,Majo Traders
72006503,KMB Production
21714079,Auto Feeders Pty Ltd
00864096,Irricon
20092628,R D Pretorius Carriers 
72006511,Mkhulu Plant And Earthworks 
21705934,Thanks Import and Export Pty Ltd
21747501,Truine Trucking Pty Ltd
21345555,Beachbay Investments and Projects Pty Ltd
21644436,Black Knight Oil Traders Pty Ltd
72006521,Black Knight logistics Pty Ltd
21162396,Decor Transport
01699070,The Amiss Family Trust
21734583,Rise Up Consultants
72006538,Redlex 457
21093422,Expert Mining Solutions Sa 
72006546,Furstenburg Transport
20754571,African Spirit Trading 103 Pty Ltd
72006554,Ground Works Construction
20767370,Fabulosa Investments (Pty) Ltd
21599143,African Transport Operations Agency 
21736225,MT Clearing and Project
20617030,Henro Technology Investments
21301128,Appelcryn Stoor And Versaking 
72006562,Guiding Star Holdings  
21418708,Ke-Sebo Trading 
21534241,Siphamandla Clearing Pty Ltd
72006570,Archoford Pty Ltd
20621257,WinterBreeze Trading
21644088,Ore Import and Export Clearing Agent Pty Ltd
21743077,Katleho Franchise Pty Ltd
21286610,Muhammads Hardware CC
72006589,Cool Cape Carriers CC
72006597,Uniteam Investements 178 CC
21027736,Kale Freight CC
21638038,JW Dercksen T/A Intermet Carriers
72006600,Toyin Trailers Pty Ltd
72006635,Infracor Logistics Pty Ltd
20100660,Cruz Agency CC
72006619,Sobotshane Investments Pty Ltd
21762665,Superb Freight Services
01412811,Inter-waste (Pty) Ltd
21699597,Palanca Clearing and Forwarding Pty Ltd
21678192,Patrick Mahlaba And Associates
20982103,Die Viljee Trust
72006643,Sesikhona Oils Pty Ltd
21459931,Crewbase Technology
20710063,Dar-More's Clearing Agent
72006651,Trassbell Group Pty Ltd
72006661,River North Trading 18
20709358,Sum Clearing Agents 
20110282,Hetties Transport 
20444975,Ritha'S Clearing Agency 
20070316,Colyns Transport Pty Ltd 
21750250,Thulanibheke Trading Enterprise 
21583817,Baitumatsie Import And Export
21739240,Mathula Investment
FH001127,Sunera Cimentos, Lda
21323936,Safelink International Trading Pty Ltd
FH001128,Hidromaquinas, Lda
21289229,Atang Logistics Pty Ltd
FH00128,Hidromaquinas, Lda
FH001126,Importec, Lda
21601692,Green Men Trading Enterprise 
21768361,Merime Enterprises Pty Ltd
21520950,Khulamusha Trading Pty Ltd
21438235,The Mcqwembry Group
21456703,Jubazone Pty Ltsd
72006678,Safelink International Trading Pty Ltd
72006686,Atang Logistics
72006694,Traxon Solutions Pty Ltd 
72006708,Smith TPT Pty Ltd
20222097,BB Cement 
01288059,Atlanta Sugar SA
21475994,Tshwane Clearing and Forwarding Pty Ltd
21630517,Evenwest Trading CC
20908911,C4 Logistics 
21764323,Tradelander 5 CC
72006716,Alkana Trading 
21767551,Vangibix 
01847994,Chipkins Puratos
21677579,Otagon Global Investments
21594842,Savannah Logistics 
21658444,Global B Trading
00598833,MSC Logistics (pty) Ltd
01807058,Thomas Tyres Nelspruit Commercial 
72006732,Belrex 659 cc
21779400,TWS Clearing
72006740,CVR Carriers
21710341,JWL Trucking 
72006724,Frost Distributionn Solutions
20815379,Frost Logistics 
20479105,Zululand Hydraulic Pneumatic & Automotive Supplies cc 
21586999,Tautona Holdings
21045236,Quality Sugars 
72006775,Mkhathali Logistics
21319272,1 Time Safety and Chemicals
72006767,Comospan
20809205,Roadmaster ORT
21460335,Cornerstone Logistics 
21704954,Vhara Construction and Supply Pty Ltd
21620334,Keanu Clearing Agent
21561173,Get Go Construction CC
21606228,SBG Carries 
21755066,Dienka Trading
21479612,DFN Clearing
72006783,Frits Kroon Vervoer
01251883,Atrax Logistics SA
21423468,Vew Holdings 
21669070,Ngenca Yakhe General Trading 
21580338,MJM Holdings Group
21619272,1 Time Safety And Chemicals
21496477,Nutri Fertilizer Pty Ltd
21786422,Tsiane Services Pty Ltd
00782463,Copper Tubing Africa Pty Ltd
20683362,Calaska Trading 71 Pty Ltd t/a Disar
FH001131,Shongwe D&S Investments
FH001130,Shoza Carriers Pty Ltd
21742356,Quadreco Trading Pty Ltd
21655631,Buhle Uya Takhela General Trading 
72006791,Sekhukhune Logistics 
72006805,MOK Projects And Distribution
21562099,Van Vuuren Group 
20850286,Zingela Forwarders
21741236,Afrination Transport Links And Logistics 
21688715,Diverse PLC
72006813,Mustan Logistics And Removals
